,bbox_list
bb8ebf465c968a5f6f715de5d9e2e664afd1bcaa533e0e3352ecea1cc5b6fb0d,"[[7, 0, 31, 34], [198, 0, 234, 18], [399, 0, 419, 40], [462, 0, 520, 31], [125, 1, 151, 22], [277, 16, 316, 52], [55, 18, 85, 53], [351, 30, 381, 75], [84, 57, 131, 117], [442, 57, 470, 96], [511, 62, 520, 77], [257, 65, 284, 104], [0, 73, 28, 94], [400, 92, 434, 140], [290, 93, 319, 124], [354, 97, 380, 128], [136, 101, 169, 169], [19, 107, 59, 135], [503, 111, 520, 139], [0, 129, 31, 159], [264, 153, 302, 187], [460, 162, 494, 198], [128, 178, 153, 210], [164, 180, 188, 219], [195, 182, 216, 231], [338, 186, 365, 216], [402, 190, 433, 250], [496, 195, 520, 246], [97, 209, 125, 240], [27, 210, 57, 240], [466, 222, 490, 259], [271, 236, 298, 272], [169, 243, 194, 277], [233, 246, 261, 293], [29, 255, 60, 293], [482, 255, 520, 285], [89, 264, 112, 308], [187, 273, 211, 306], [272, 280, 300, 318], [308, 281, 337, 334], [379, 281, 406, 324], [503, 287, 520, 319], [0, 292, 5, 307], [351, 293, 377, 337], [129, 302, 157, 341], [455, 302, 484, 341], [417, 309, 441, 353], [1, 324, 44, 344], [92, 339, 123, 368], [241, 341, 269, 370], [452, 348, 489, 417], [513, 349, 520, 362], [176, 352, 216, 382], [9, 360, 53, 377], [326, 365, 346, 407], [360, 367, 390, 402], [393, 375, 423, 411], [54, 381, 113, 404], [493, 397, 520, 435], [431, 409, 463, 445], [173, 412, 220, 434], [367, 428, 383, 452], [510, 434, 520, 453], [187, 454, 234, 484], [360, 460, 389, 478], [283, 466, 323, 504], [200, 474, 252, 509], [376, 479, 425, 496], [425, 504, 468, 525], [488, 509, 520, 550], [406, 516, 439, 546], [444, 531, 476, 561], [346, 534, 387, 559], [247, 545, 308, 610], [168, 547, 220, 581], [431, 552, 482, 587], [348, 578, 399, 599], [58, 609, 92, 639], [382, 609, 470, 646], [261, 613, 284, 668], [152, 614, 248, 688], [29, 627, 56, 653], [311, 628, 388, 684], [497, 633, 520, 656], [117, 634, 149, 662], [0, 661, 16, 696], [79, 664, 131, 696], [460, 676, 495, 696], [300, 684, 337, 696], [224, 693, 240, 696]]"
bbce7ebc40323a0eff6574d0c3842f50f907f55fbfb46c777f0ed9a49e98ff9b,"[[49, 0, 82, 14], [163, 0, 191, 17], [196, 0, 206, 5], [282, 0, 307, 7], [198, 7, 203, 13], [191, 15, 203, 29], [160, 23, 216, 74], [217, 68, 259, 134], [48, 88, 123, 168], [351, 98, 360, 122], [142, 156, 147, 162], [110, 171, 160, 222], [344, 179, 360, 230], [267, 199, 311, 266], [98, 225, 164, 355], [310, 227, 360, 269], [251, 261, 290, 345], [42, 317, 81, 360], [0, 319, 38, 360], [312, 328, 356, 360], [229, 348, 263, 360]]"
bbfc4aab5645637680fa0ef00925eea733b93099f1944c0aea09b78af1d4eef2,"[[252, 10, 276, 40], [490, 77, 513, 92], [482, 89, 506, 107], [184, 156, 202, 188], [0, 195, 17, 220], [0, 224, 15, 240], [350, 309, 373, 331], [76, 330, 101, 344], [305, 360, 327, 380], [210, 406, 240, 432], [60, 431, 102, 457]]"
bc115ff727e997a88f7cfe4ce817745731a6c753cb9fab6a36e7e66b415a1d3d,"[[110, 0, 185, 23], [196, 0, 249, 24], [285, 0, 317, 16], [0, 34, 16, 100], [334, 55, 360, 104], [63, 65, 121, 133], [170, 69, 248, 127], [0, 112, 28, 175], [230, 112, 299, 187], [153, 121, 225, 189], [297, 172, 352, 226], [31, 174, 96, 226], [343, 212, 360, 270], [209, 225, 293, 291], [180, 235, 189, 245], [350, 288, 360, 324], [52, 292, 117, 350], [0, 315, 41, 354], [170, 339, 261, 360]]"
bde3727f3a9e8b2b58f383ebc762b2157eb50cdbff23e69b025418b43967556b,"[[130, 0, 136, 6], [362, 0, 390, 36], [122, 1, 184, 55], [83, 8, 117, 45], [466, 12, 506, 41], [309, 13, 342, 58], [0, 17, 26, 43], [185, 21, 212, 62], [279, 25, 315, 64], [46, 37, 79, 69], [233, 40, 261, 76], [406, 56, 435, 90], [455, 71, 489, 105], [107, 76, 144, 104], [13, 79, 54, 117], [281, 88, 308, 122], [150, 91, 184, 125], [224, 93, 262, 129], [188, 94, 215, 119], [75, 105, 112, 140], [139, 114, 181, 148], [504, 114, 520, 149], [327, 115, 361, 163], [229, 132, 264, 159], [0, 142, 20, 164], [391, 150, 412, 188], [12, 172, 57, 202], [218, 174, 260, 204], [367, 193, 387, 232], [89, 194, 128, 224], [323, 200, 345, 247], [144, 202, 180, 226], [52, 227, 92, 250], [169, 235, 207, 258], [208, 253, 245, 283], [347, 256, 400, 333], [28, 261, 57, 290], [0, 264, 7, 283], [404, 268, 427, 305], [290, 277, 308, 323], [115, 290, 154, 319], [39, 303, 76, 329], [254, 303, 276, 340], [0, 325, 9, 342], [200, 325, 226, 360], [393, 325, 419, 352], [315, 330, 351, 359], [146, 339, 185, 366], [470, 352, 497, 386], [0, 354, 3, 362], [51, 356, 97, 381], [309, 368, 378, 416], [150, 399, 180, 423], [455, 402, 486, 431], [210, 403, 239, 432], [1, 420, 44, 448], [157, 434, 195, 460], [387, 434, 435, 455], [329, 443, 354, 477], [277, 446, 307, 474], [464, 458, 508, 485], [148, 459, 176, 494], [65, 460, 99, 501], [127, 473, 153, 514], [0, 480, 19, 505], [99, 483, 126, 515], [351, 485, 377, 517], [379, 485, 404, 518], [176, 495, 206, 538], [297, 499, 328, 529], [403, 514, 437, 543], [4, 517, 34, 538], [237, 518, 276, 549], [103, 530, 130, 572], [49, 542, 79, 578], [0, 548, 34, 573], [330, 555, 367, 593], [408, 560, 433, 591], [100, 574, 129, 604], [239, 579, 272, 618], [185, 580, 226, 611], [43, 594, 77, 624], [157, 600, 188, 639], [355, 607, 385, 634], [192, 612, 224, 642], [439, 615, 466, 652], [0, 619, 25, 641], [277, 626, 310, 648], [346, 639, 377, 668], [266, 642, 302, 670], [92, 649, 126, 690], [25, 654, 65, 685], [350, 673, 379, 696], [137, 674, 174, 696], [254, 677, 281, 696], [418, 679, 458, 696], [461, 682, 484, 696], [0, 683, 41, 696], [371, 684, 392, 696]]"
be1916d0e5592c17f971315b5de720ef6894173087399daed94a52ef109c1572,"[[244, 0, 256, 5], [136, 22, 164, 41], [196, 130, 205, 141], [60, 239, 69, 249], [75, 247, 83, 256], [88, 251, 96, 256]]"
be26966900aa0e5b41d5a8ecafe04281b37deb05c5cd027968d7b74143398174,"[[176, 0, 189, 5], [27, 2, 42, 14], [26, 14, 39, 21], [141, 17, 154, 28], [120, 23, 147, 51], [229, 38, 236, 44], [49, 39, 58, 47], [229, 46, 234, 53], [116, 47, 132, 64], [212, 47, 217, 52], [55, 50, 63, 60], [217, 50, 226, 59], [207, 52, 214, 63], [189, 56, 206, 71], [146, 60, 154, 73], [18, 105, 27, 114], [216, 110, 229, 118], [201, 114, 210, 121], [15, 115, 31, 130], [4, 132, 17, 146], [35, 133, 46, 149], [186, 136, 193, 143], [178, 143, 191, 158], [12, 150, 22, 160], [26, 196, 38, 209], [58, 213, 67, 226], [11, 220, 24, 233]]"
be771d6831e3f8f1af4696bc08a582f163735db5baf9906e4729acc6a05e1187,"[[193, 5, 225, 95], [151, 14, 182, 72], [237, 65, 252, 122], [160, 77, 196, 115], [138, 111, 192, 160], [119, 166, 185, 215], [238, 172, 256, 206], [209, 173, 226, 223], [75, 182, 115, 237], [0, 196, 17, 243], [0, 211, 71, 272], [176, 243, 205, 281], [129, 269, 167, 320], [166, 269, 213, 319], [34, 305, 71, 320]]"
bf4a61bb81589c9a67e3343408befd3e135af5e88b50c17f998f2131d24bc271,"[[159, 10, 199, 109], [0, 130, 11, 154], [251, 241, 256, 266]]"
bf566e75d5cb0196de4139573f8bbbda0fa38d5048edf7267fe8793dcc094a66,"[[81, 0, 113, 22], [93, 0, 103, 4], [177, 0, 192, 14], [212, 0, 223, 5], [202, 9, 210, 19], [106, 18, 114, 29], [169, 19, 183, 41], [87, 23, 99, 34], [187, 24, 201, 39], [137, 28, 153, 45], [38, 35, 66, 53], [131, 43, 143, 55], [148, 49, 159, 59], [169, 76, 177, 86], [158, 89, 169, 98], [173, 97, 200, 118], [162, 100, 171, 110], [144, 110, 154, 119], [236, 126, 249, 137], [219, 139, 243, 154], [221, 156, 238, 168], [207, 161, 219, 171], [147, 178, 161, 189], [184, 181, 195, 192], [0, 185, 7, 195], [216, 188, 240, 208], [120, 197, 138, 214], [168, 215, 182, 228], [0, 233, 4, 242], [139, 239, 148, 250], [192, 242, 204, 255], [211, 245, 230, 256]]"
bf7691b0a79811fa068b7408cbce636a73f01ef9e971a95da1a2d96df73782b6,"[[3, 0, 13, 6], [52, 0, 63, 7], [81, 0, 89, 5], [92, 0, 102, 10], [121, 0, 132, 6], [149, 0, 161, 10], [51, 9, 61, 17], [70, 18, 81, 29], [27, 21, 42, 32], [122, 27, 134, 35], [91, 36, 101, 50], [125, 41, 137, 51], [185, 45, 202, 57], [0, 48, 10, 65], [126, 66, 135, 73], [112, 82, 120, 91], [5, 86, 13, 98], [38, 86, 51, 96], [28, 92, 38, 104], [86, 98, 101, 106], [112, 103, 124, 111], [40, 110, 52, 119], [0, 113, 6, 122], [127, 122, 137, 132], [89, 124, 101, 137], [104, 124, 115, 135], [0, 126, 10, 137], [150, 129, 161, 141], [56, 130, 65, 141], [108, 142, 123, 152], [28, 143, 40, 155], [67, 144, 76, 154], [190, 149, 200, 160], [140, 150, 159, 170], [0, 152, 12, 165], [109, 159, 123, 170], [184, 162, 193, 175], [31, 166, 41, 179], [68, 170, 79, 178], [194, 172, 206, 180], [78, 183, 88, 194], [213, 184, 226, 198], [67, 189, 80, 199], [109, 193, 118, 204], [123, 198, 141, 219], [15, 200, 30, 216], [91, 205, 101, 214], [162, 206, 173, 217], [51, 209, 61, 221], [69, 210, 78, 219], [85, 216, 100, 226], [174, 218, 191, 242], [75, 223, 85, 231], [38, 224, 46, 232], [0, 225, 12, 235], [99, 226, 111, 236], [47, 230, 54, 236], [54, 232, 65, 243], [205, 234, 219, 243], [128, 235, 142, 249], [18, 236, 34, 249], [65, 242, 74, 251], [99, 251, 109, 256], [76, 252, 86, 256], [164, 252, 174, 256]]"
bfe8ef193a68a0a86a5e4ae1ddc27bda3f9ffe170494395be4030ba72737c565,"[[165, 0, 185, 7], [147, 5, 178, 34], [179, 24, 207, 53], [234, 25, 256, 50], [17, 36, 45, 64], [211, 51, 233, 76], [112, 55, 155, 98], [238, 57, 256, 82], [183, 60, 210, 86], [225, 73, 247, 97], [40, 76, 65, 99], [5, 85, 57, 141], [193, 87, 215, 106], [250, 95, 256, 109], [224, 103, 249, 126], [192, 110, 221, 138], [244, 114, 256, 142], [79, 124, 104, 149], [113, 137, 137, 164], [144, 142, 174, 170], [243, 149, 256, 168], [193, 159, 214, 180], [236, 171, 256, 193], [116, 176, 155, 206], [206, 183, 226, 205], [29, 195, 54, 223], [0, 196, 13, 221], [18, 230, 42, 256], [49, 235, 76, 256], [225, 245, 256, 256]]"
bff985591dd5d6303018a6e9a3dcfb336771a414ad4605c24ce1c1155fc86a96,"[[167, 0, 184, 15], [176, 12, 192, 26], [121, 43, 142, 62], [184, 43, 210, 55], [167, 44, 178, 55], [161, 56, 172, 66], [182, 74, 192, 84], [172, 84, 182, 96], [245, 95, 256, 110], [250, 111, 256, 123], [249, 126, 256, 137], [251, 145, 256, 157], [40, 148, 52, 159]]"
c00ae67f72816daee468474026e30705003b2d3501f123579a4f0a6366b66aa1,"[[12, 0, 26, 7], [83, 0, 103, 15], [11, 22, 31, 39], [206, 39, 224, 57], [238, 49, 256, 65], [248, 66, 256, 85], [161, 67, 174, 83], [218, 68, 238, 88], [191, 76, 201, 87], [193, 100, 217, 120], [223, 100, 243, 119], [163, 106, 183, 122], [248, 111, 256, 127], [201, 124, 223, 147], [234, 129, 251, 145], [67, 140, 83, 154], [58, 200, 102, 252], [21, 212, 43, 232], [105, 233, 121, 249], [36, 245, 56, 256], [0, 247, 14, 256]]"
c0152b1a260e71f9823d17f4fbb4bf7020d5dce62b4a12b3099c1c8e52a1c43a,"[[2, 0, 31, 3], [52, 0, 74, 11], [93, 0, 117, 18], [219, 7, 244, 25], [228, 61, 254, 103], [0, 72, 51, 157], [35, 99, 67, 136], [44, 108, 106, 166], [83, 135, 132, 181], [126, 147, 159, 180], [35, 151, 82, 227], [191, 154, 215, 191], [47, 182, 134, 245], [124, 186, 192, 253], [56, 215, 105, 269], [106, 244, 181, 303], [131, 314, 155, 320]]"
c043d5ac9dd466052e53491d0d513b0684f493d320b820f6dc2e05330ce58ec3,"[[141, 17, 156, 29], [246, 27, 256, 35], [8, 45, 24, 56], [76, 75, 88, 84], [173, 77, 187, 93], [29, 101, 45, 113], [123, 112, 136, 121], [25, 139, 40, 149], [111, 147, 130, 162], [181, 165, 191, 180], [214, 179, 229, 191], [245, 203, 256, 214], [19, 224, 38, 241]]"
c04fa1a74a980d790ba6f3e595fd9851f14370bb71c7cbb7846c33ca9d72687f,"[[89, 0, 103, 6], [207, 3, 223, 16], [3, 9, 16, 23], [81, 10, 94, 24], [19, 11, 35, 28], [111, 11, 123, 28], [203, 24, 226, 45], [55, 29, 79, 51], [9, 53, 35, 70], [90, 61, 123, 86], [187, 61, 205, 77], [0, 67, 5, 78], [22, 72, 36, 86], [100, 99, 117, 115], [27, 102, 45, 116], [132, 106, 156, 126], [62, 129, 82, 150], [244, 134, 253, 148], [217, 140, 237, 167], [185, 152, 203, 173], [88, 155, 98, 163], [138, 155, 157, 176], [60, 165, 72, 177], [96, 168, 111, 182], [174, 172, 184, 183], [244, 177, 254, 186], [241, 190, 253, 201], [171, 193, 196, 217], [65, 195, 80, 210], [112, 196, 127, 210], [218, 209, 225, 215], [82, 213, 100, 226], [234, 214, 251, 239], [192, 219, 208, 237], [218, 221, 227, 232], [171, 224, 185, 233], [153, 249, 162, 256], [145, 251, 151, 256], [183, 252, 194, 256]]"
c0c4a829c8d33d16a02f5dc0411597329f4b4d726ed6a22b5530cf6c8e106c4e,"[[122, 0, 146, 21], [161, 0, 169, 12], [209, 0, 221, 4], [219, 23, 230, 34], [252, 132, 256, 143], [245, 155, 256, 168], [236, 161, 248, 180], [216, 180, 231, 197], [157, 206, 183, 223], [203, 210, 216, 223], [225, 241, 242, 254]]"
c0f172831b8017c769ff0e80f85b096ac939e79de3d524e0826fbb95221365da,"[[54, 0, 70, 10], [123, 0, 142, 18], [165, 0, 183, 6], [190, 0, 205, 3], [213, 2, 245, 31], [193, 9, 211, 40], [34, 11, 110, 49], [166, 17, 174, 23], [110, 22, 138, 45], [226, 28, 251, 57], [156, 37, 199, 86], [33, 66, 48, 82], [81, 67, 109, 116], [109, 68, 129, 104], [56, 76, 75, 94], [0, 90, 11, 101], [24, 93, 33, 112], [64, 95, 81, 120], [217, 98, 249, 115], [4, 100, 52, 154], [139, 106, 163, 131], [175, 106, 204, 139], [114, 116, 136, 135], [236, 120, 256, 149], [68, 127, 89, 141], [163, 131, 175, 147], [218, 132, 237, 153], [58, 138, 69, 156], [89, 142, 109, 169], [189, 156, 211, 176], [249, 162, 256, 173], [38, 176, 83, 208], [201, 182, 222, 215], [239, 190, 256, 206], [35, 207, 43, 230], [90, 208, 151, 294], [54, 213, 60, 220], [190, 220, 222, 266], [29, 236, 48, 264], [225, 247, 245, 272], [200, 282, 218, 304], [157, 283, 185, 320], [15, 290, 33, 316], [240, 291, 256, 316], [142, 297, 155, 306], [125, 308, 154, 320], [194, 312, 215, 320]]"
c15c652c08153fb781a5349123ab8f80bb2a8680a41eb8e89e547ae01b7a5441,"[[0, 28, 18, 82], [161, 169, 211, 228], [16, 280, 60, 340], [19, 577, 71, 649]]"
c169a7782a69ea2f38f64d2739de189e88adbcfd4a829721def8c89ecabe8b71,"[[100, 0, 151, 28], [170, 0, 210, 19], [301, 0, 350, 28], [0, 9, 65, 133], [325, 14, 360, 78], [125, 17, 175, 77], [185, 45, 325, 141], [342, 107, 360, 153], [137, 148, 145, 155], [85, 151, 178, 250], [280, 194, 322, 250], [179, 197, 231, 258], [19, 232, 69, 314], [315, 241, 360, 313], [110, 256, 165, 304], [0, 272, 11, 336], [117, 341, 170, 360], [216, 348, 252, 360]]"
c1afe66cd139f996fd984f5f2622903730ec2f1192d90608154f07f7ef6cdb4b,"[[31, 0, 117, 51], [137, 6, 219, 107], [89, 12, 151, 83], [193, 55, 256, 192], [65, 117, 119, 149], [0, 167, 19, 212], [151, 206, 236, 270], [37, 208, 64, 234], [84, 264, 133, 295], [230, 300, 256, 320], [81, 313, 131, 320]]"
c2a646a819f59a4e816e0ee8ea00ba10d5de9ac20b5a435c41192637790dabee,"[[30, 0, 40, 3], [49, 0, 59, 5], [102, 0, 115, 8], [86, 4, 98, 14], [33, 8, 42, 17], [165, 10, 173, 18], [63, 11, 80, 22], [238, 16, 245, 22], [108, 20, 119, 28], [5, 25, 19, 35], [13, 36, 30, 46], [66, 41, 73, 52], [93, 42, 106, 51], [74, 52, 82, 71], [118, 52, 127, 60], [124, 61, 137, 69], [0, 64, 4, 75], [18, 66, 28, 78], [35, 66, 50, 77], [105, 73, 116, 80], [132, 78, 142, 88], [11, 90, 20, 101], [139, 91, 149, 101], [222, 91, 234, 103], [23, 100, 32, 112], [1, 102, 8, 117], [10, 105, 18, 116], [158, 116, 170, 138], [185, 116, 197, 129], [128, 120, 137, 129], [20, 128, 29, 140], [64, 131, 76, 143], [133, 131, 146, 142], [236, 133, 245, 141], [6, 143, 16, 155], [125, 144, 139, 156], [241, 146, 251, 153], [77, 149, 86, 158], [0, 151, 8, 162], [103, 162, 115, 174], [33, 165, 43, 174], [134, 165, 146, 175], [19, 178, 31, 187], [187, 180, 196, 188], [69, 183, 77, 195], [94, 186, 103, 194], [145, 186, 153, 196], [203, 187, 211, 196], [230, 187, 242, 198], [174, 192, 183, 203], [15, 195, 27, 205], [33, 199, 43, 210], [146, 201, 156, 212], [230, 201, 238, 209], [183, 208, 192, 218], [190, 217, 202, 226], [204, 218, 214, 227], [184, 231, 206, 246], [105, 236, 124, 245], [220, 242, 230, 252], [91, 244, 101, 254]]"
c304a1fdf3bca2f4b4580d2cac59942e2224a7678001bf5ed9d9852f57708932,"[[15, 0, 33, 10], [85, 0, 106, 21], [212, 0, 238, 41], [245, 0, 330, 61], [360, 0, 395, 29], [474, 0, 499, 15], [102, 2, 127, 26], [9, 7, 49, 43], [49, 11, 72, 35], [156, 12, 172, 42], [177, 13, 197, 35], [419, 13, 460, 67], [109, 25, 144, 74], [353, 34, 400, 75], [507, 34, 520, 58], [86, 35, 106, 64], [184, 42, 227, 71], [269, 50, 285, 80], [147, 51, 178, 88], [475, 58, 520, 98], [59, 60, 82, 88], [0, 70, 37, 115], [307, 71, 334, 88], [284, 74, 305, 93], [206, 75, 244, 119], [337, 84, 390, 122], [88, 85, 185, 157], [128, 87, 154, 107], [460, 95, 489, 118], [193, 96, 215, 123], [505, 108, 520, 124], [7, 116, 41, 154], [379, 119, 409, 140], [82, 126, 120, 165], [469, 132, 500, 154], [322, 139, 397, 184], [292, 144, 316, 175], [188, 157, 211, 176], [222, 157, 241, 184], [264, 162, 294, 214], [153, 163, 193, 202], [484, 166, 513, 191], [86, 170, 116, 192], [406, 174, 430, 206], [452, 176, 503, 215], [356, 181, 382, 207], [118, 190, 153, 213], [297, 190, 354, 233], [70, 193, 97, 218], [35, 194, 58, 218], [0, 199, 33, 253], [508, 202, 520, 221], [207, 205, 216, 212], [207, 212, 236, 232], [424, 214, 445, 255], [169, 215, 196, 242], [471, 216, 498, 240], [46, 221, 74, 253], [359, 228, 385, 252], [325, 231, 359, 256], [155, 238, 179, 258], [254, 243, 274, 262], [277, 244, 296, 275], [453, 246, 477, 276], [478, 253, 503, 282], [0, 255, 16, 274], [505, 256, 520, 280], [226, 257, 252, 276], [73, 258, 111, 319], [131, 259, 158, 280], [308, 272, 396, 367], [460, 280, 486, 332], [404, 286, 435, 335], [207, 289, 235, 319], [240, 293, 287, 357], [46, 297, 66, 323], [437, 297, 455, 330], [497, 315, 520, 385], [161, 317, 221, 377], [379, 319, 401, 349], [136, 324, 164, 349], [345, 326, 377, 383], [104, 327, 128, 359], [474, 337, 498, 367], [0, 338, 70, 385], [441, 339, 461, 367], [412, 340, 440, 374], [120, 349, 146, 371], [294, 350, 322, 389], [270, 361, 296, 384], [394, 365, 416, 398], [332, 371, 354, 399], [450, 371, 481, 443], [65, 373, 107, 423], [235, 376, 251, 403], [197, 389, 243, 456], [252, 398, 272, 427], [151, 401, 171, 437], [146, 403, 154, 410], [417, 403, 440, 438], [36, 408, 61, 441], [278, 410, 296, 433], [490, 410, 516, 443], [298, 417, 354, 473], [171, 427, 204, 472], [366, 430, 387, 462], [118, 433, 155, 489], [499, 438, 520, 463], [231, 445, 257, 475], [97, 455, 121, 480], [0, 460, 10, 489], [66, 463, 93, 495], [444, 467, 467, 497], [481, 467, 512, 492], [338, 470, 378, 518], [517, 474, 520, 486], [416, 475, 437, 506], [180, 476, 248, 519], [265, 481, 292, 510], [101, 488, 121, 519], [3, 490, 50, 540], [279, 511, 312, 531], [450, 515, 480, 539], [168, 517, 208, 577], [393, 524, 422, 557], [508, 525, 520, 550], [369, 526, 394, 557], [138, 537, 160, 563], [287, 537, 316, 583], [85, 538, 109, 574], [57, 542, 84, 576], [414, 544, 457, 600], [324, 546, 352, 573], [462, 547, 486, 580], [210, 551, 232, 581], [234, 554, 276, 604], [129, 563, 153, 591], [111, 573, 129, 604], [366, 575, 392, 602], [269, 587, 293, 609], [0, 597, 8, 620], [361, 599, 389, 633], [504, 602, 520, 620], [34, 604, 79, 654], [309, 604, 356, 663], [241, 611, 268, 634], [206, 615, 237, 635], [126, 622, 180, 661], [0, 634, 16, 658], [396, 636, 425, 687], [191, 638, 217, 663], [279, 639, 307, 664], [494, 641, 520, 667], [459, 654, 484, 676], [76, 659, 99, 677], [130, 662, 161, 688], [359, 666, 381, 693], [16, 670, 44, 694], [52, 673, 76, 696], [262, 682, 282, 696], [286, 682, 321, 696], [171, 688, 195, 696], [229, 691, 248, 696], [89, 694, 104, 696]]"
c322c72b9d411e631580fee9312885088b4bb14ed297aa4b246ec943533b3ffb,"[[60, 23, 78, 42], [246, 46, 256, 63], [58, 81, 77, 95], [61, 141, 76, 154], [148, 186, 164, 202], [80, 191, 98, 210], [233, 202, 245, 215], [64, 206, 88, 223], [219, 222, 231, 232], [0, 241, 13, 254], [70, 248, 79, 255]]"
c35e6e3ea39a718e1b7aff66e4cc678efd662f9b5336b74d69c1d6bca7aaf288,"[[0, 0, 13, 18], [45, 0, 57, 12], [135, 0, 145, 4], [215, 0, 234, 3], [112, 16, 127, 26], [235, 19, 254, 33], [69, 21, 81, 37], [105, 26, 121, 39], [1, 29, 17, 39], [177, 31, 194, 49], [28, 37, 43, 51], [109, 50, 122, 68], [227, 52, 244, 80], [82, 54, 93, 68], [48, 55, 65, 70], [9, 58, 25, 72], [144, 68, 162, 88], [0, 79, 10, 97], [248, 85, 256, 100], [187, 91, 200, 106], [92, 97, 109, 112], [129, 98, 152, 121], [89, 134, 106, 147], [209, 136, 223, 153], [170, 140, 186, 156], [124, 177, 140, 191], [220, 177, 234, 190], [196, 203, 209, 218], [36, 207, 50, 225], [227, 211, 239, 229], [156, 217, 177, 238], [109, 220, 133, 244], [33, 245, 48, 256], [204, 245, 216, 256], [232, 250, 247, 256]]"
c395870ad9f5a3ae651b50efab9b20c3e6b9aea15d4c731eb34c0cf9e3800a72,"[[737, 0, 744, 8], [407, 43, 434, 65], [461, 69, 487, 92], [419, 82, 445, 111], [883, 114, 911, 138], [804, 162, 829, 191], [124, 212, 142, 238], [632, 220, 651, 240], [737, 239, 764, 264], [95, 255, 108, 271], [402, 263, 427, 288], [57, 266, 80, 281], [535, 286, 560, 309], [492, 291, 516, 316], [463, 294, 485, 315], [53, 301, 76, 329], [438, 301, 462, 321], [542, 306, 548, 312], [669, 331, 694, 358], [412, 332, 426, 348], [166, 344, 187, 372], [200, 367, 227, 393], [344, 374, 359, 395], [1015, 483, 1024, 501], [996, 490, 1003, 498], [275, 497, 308, 517], [1011, 509, 1024, 520], [354, 510, 379, 533], [963, 510, 989, 533], [782, 525, 794, 540], [707, 532, 734, 555], [794, 538, 805, 552], [39, 550, 53, 568], [755, 552, 784, 576], [54, 555, 64, 576], [680, 590, 722, 658], [580, 598, 600, 617], [649, 602, 680, 649], [740, 611, 770, 631], [754, 633, 761, 640], [460, 637, 485, 659], [748, 639, 756, 648], [740, 640, 747, 647], [860, 642, 890, 665], [101, 648, 122, 673], [793, 657, 805, 668], [591, 661, 617, 681], [325, 664, 343, 680], [541, 665, 565, 689], [794, 672, 802, 678], [620, 680, 629, 688], [682, 687, 704, 706], [584, 700, 606, 721], [646, 701, 661, 728], [714, 717, 739, 739], [576, 723, 596, 744], [384, 724, 403, 745], [775, 725, 800, 743], [703, 735, 710, 745], [678, 745, 699, 768], [394, 746, 399, 753], [614, 748, 636, 769], [652, 758, 667, 774], [763, 782, 786, 798], [790, 799, 813, 815], [662, 804, 673, 812], [644, 811, 658, 833], [0, 823, 5, 836], [801, 830, 811, 840], [733, 862, 754, 882], [683, 875, 709, 898], [7, 893, 14, 901], [637, 910, 670, 948], [753, 910, 776, 932], [620, 916, 633, 926], [620, 927, 631, 948], [684, 927, 698, 939], [631, 936, 637, 945], [248, 940, 269, 959], [0, 945, 15, 968], [521, 946, 542, 974], [617, 947, 626, 955], [683, 956, 692, 963], [671, 958, 677, 964], [754, 962, 765, 974], [671, 965, 677, 970], [703, 975, 727, 1013], [654, 985, 675, 1007], [964, 1010, 973, 1024], [723, 1015, 731, 1022], [749, 1016, 771, 1024]]"
c3bec1066aae20f48b82975e7e8b684cd67635a8baf211e4d9e3e13bc54c5d06,"[[20, 0, 47, 25], [51, 0, 76, 12], [96, 0, 121, 24], [190, 0, 213, 25], [214, 0, 230, 3], [236, 0, 248, 4], [210, 3, 254, 49], [142, 10, 206, 76], [173, 13, 195, 36], [34, 27, 52, 51], [54, 34, 72, 56], [248, 39, 256, 67], [90, 43, 114, 66], [230, 45, 247, 67], [126, 55, 151, 80], [212, 57, 231, 78], [68, 61, 88, 85], [42, 69, 64, 104], [108, 70, 136, 106], [155, 78, 195, 104], [230, 78, 256, 108], [84, 86, 107, 112], [200, 90, 232, 144], [59, 97, 88, 128], [163, 107, 186, 126], [235, 110, 256, 138], [106, 111, 134, 132], [143, 114, 162, 134], [18, 119, 45, 145], [179, 126, 200, 146], [75, 127, 96, 149], [115, 132, 139, 153], [154, 137, 174, 157], [40, 138, 62, 161], [0, 142, 6, 154], [230, 144, 245, 161], [191, 148, 211, 169], [102, 151, 129, 181], [131, 153, 150, 174], [7, 160, 24, 179], [145, 163, 165, 181], [62, 166, 96, 190], [242, 169, 256, 183], [44, 177, 67, 202], [201, 182, 238, 210], [0, 183, 8, 201], [19, 183, 38, 201], [94, 183, 120, 207], [160, 183, 178, 199], [244, 186, 256, 207], [124, 187, 147, 212], [160, 204, 185, 226], [139, 213, 158, 233], [248, 214, 256, 232], [189, 219, 214, 242], [216, 223, 247, 256], [0, 226, 3, 234], [160, 238, 184, 256], [125, 241, 143, 256], [78, 243, 104, 256], [0, 244, 7, 256]]"
